,title,company,rating,search_city,location,salary,age,summary
144,Senior Launch Manager (Head Office Based),The Chat Shop,2.6,London,,"£35,000 - £40,000 a year",13 days ago,"Experience in Artificial Intelligence, Machine Learning, and Natural Language Processing is a bonus.Remuneration: £35,000 - £40,000 (depending on experience)."
145,Conference Producer Immediate Start,Global Market Summits – Chancery Lane,,London,,,6 days ago,We are looking for a creative mind thinker and driven professional to develop research for new business trends and topics to expand our events portfolio.
146,Sales Executive - Full Time,Kisaco Research,,London,,"£20,000 - £35,000 a year",30+ days ago,"You will work on events in various industries (such as Beauty, Personal Care, Pharmaceuticals, Health, Technology, Artificial Intelligence) and geographies …"
147,Research Analyst,Give A Grad A Go,5.0,London,,"£28,000 a year",Just posted,"As their platform uses a blend of both human and artificial intelligence, they are looking for a Research Analyst to join their newly fledged team."
148,1st Line IT Support Analyst,Online Doctor,,London,London,,30+ days ago,"1st Line IT Support Analyst.Reporting to the Infrastructure & Operations Manager, the 1st Line IT Support Analyst will be the first point of contact to all…"
149,Executive Assistant,Echobox,,London,London,"£30,000 a year",30+ days ago,"We are looking for an enthusiastic, agile, diligent and highly organised Executive Assistant to support our senior management in pioneering technological…"
150,Chief Product Officer for Clinical Artificial Intelligence P...,YouDiagnose,,London,St Albans,,28 days ago,We seek application for the role of a full or part-time chief product officer(CPO) to be a part of our clinical artificial intelligence products i.e.
151,Computer Vision Engineer - AI,PERFORM Group,3.8,London,London,,30+ days ago,Computer Vision Engineer - AI - (UK 2941).Develop and implement the most innovative computer vision solutions on sports video data.
152,"Research Scientist, AI (EMEA)",Facebook,4.2,London,London,,30+ days ago,"Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational…"
153,Government Affairs Manager,Microsoft,4.2,London,London,,30+ days ago,"Working with colleagues in the UK, US and internationally to develop Microsoft’s policy position on core issues of concern including artificial intelligence,…"
154,SVP Head of Engineering EMEA,PERFORM Group,3.8,London,London,,30+ days ago,Stats Perform collects the richest sports data in the world and transforms it through revolutionary artificial intelligence (AI) to unlock the most in-depth…
155,HEAD OF HEALTH/WELLBEING AND PARTNERSHIP COMMUNICATIONS – FM...,Capstone Hill Search Limited,,London,London,"£75,000 - £100,000 a year",30+ days ago,"They continue to innovate to ensure they are ahead of the competition, with regular new initiatives and exciting product developments – from launching vegan…"
156,Customer Insights Executive (London),Echobox,,London,London,,30+ days ago,You will work closely with our sales team to help meet the day to day business needs of Echobox.This includes supporting our Regional Directors with lead…
157,Industrial-Organizational Psychologist,Philip Morris International,4.3,London,London,,30+ days ago,"As a member of the team, you will partner on the design, development, and implementation of traditional (e.g. personality, cognitive ability, structured…"
158,DevOps Engineer,IntelliSense.io,,London,,,5 days ago,IntelliSense.io* has a great opportunity for a skilled DevOps Engineer to join our busy team.Role & Responsibilities –* You will be working in our engineering…
159,Sponsorship Executive / Business Development Executive,Global Market Summits – Chancery Lane,,London,,"£25,000 - £35,000 a year",1 day ago,"As a Business Development Executive, you will be responsible for securing new commercial partnerships revenue, grow the clients across both new and established…"
160,Senior Launch Manager (Head Office Based),The Chat Shop,2.6,London,,"£35,000 - £40,000 a year",13 days ago,"Experience in Artificial Intelligence, Machine Learning, and Natural Language Processing is a bonus.Remuneration: £35,000 - £40,000 (depending on experience)."
161,Conference Producer Immediate Start,Global Market Summits – Chancery Lane,,London,,,6 days ago,We are looking for a creative mind thinker and driven professional to develop research for new business trends and topics to expand our events portfolio.
162,Sales Executive - Full Time,Kisaco Research,,London,,"£20,000 - £35,000 a year",30+ days ago,"You will work on events in various industries (such as Beauty, Personal Care, Pharmaceuticals, Health, Technology, Artificial Intelligence) and geographies …"
163,Research Analyst,Give A Grad A Go,5.0,London,,"£28,000 a year",Just posted,"As their platform uses a blend of both human and artificial intelligence, they are looking for a Research Analyst to join their newly fledged team."
164,Product Owner,Sky,3.6,London,London,,11 days ago,"Lead development of critical new initiatives around automation, artificial intelligence and continuous process Improvement."
165,Regional Director (UK),Echobox,,London,London,,30+ days ago,You will work closely with our VP Sales to acquire and build successful customer relationships in your region.Minimum 2.1 degree from a top-tier university.
166,Management Consultant – Automotive,Capgemini,3.8,London,London,,30+ days ago,"The focus of your role.Within the global automotive market we already enable enhanced customer experience, improved efficiency, and bottom-line cost reductions…"
167,Associate (UK),Gain.pro,,London,London E1,,30+ days ago,What will be your role?Your initial role will be to integrally co-manage sourcing for a specific region.Overseeing and supporting high-calibre analysts in…
168,Trainee Digital Technology Solutions - Data Analyst - 2020 –...,Skanska,4.1,London,London,,30+ days ago,Digital Technology Solutions Trainee – Data Analytics – Degree Apprenticeship - 2020 – London.What you’ll learn to do:A competitive salary and benefits.
169,Backend Developer,IntelliSense.io,,London,London,"£30,000 - £45,000 a year",1 day ago,"IntelliSense.io* has a great opportunity for a talented Backend Developer to join our busy team.Working in a fast-paced environment, you will be involved in…"
170,Associate Dean of Academic Standards,University of the Arts London,4.1,London,London,"£65,000 a year",14 days ago,"A comprehensive understanding of the current and future needs of the UK creative industries and the wider creative economy, both in terms of discipline specific…"
171,Principal – Utilities (Nuclear),Capgemini,3.8,London,London,,30+ days ago,Our plans include sub-sectors of: new nuclear build; decommissioning; and existing nuclear.The focus of your role.
172,Business Analyst,MHR,3.6,London,London,,29 days ago,"Understanding of data, analytics and artificial intelligence technologies.Due to continued growth, MHR Analytics are recruiting for a Business Analyst to…"
173,Contract Backend Node.js Engineer,Oho Group,,London,London,£400 - £650 a day,Today,They are looking for a Backend Node.js Engineer to join their product engineering team of 7 in Central London for a minimum 6-month contract.
174,DevOps Engineer,IntelliSense.io,,London,,,5 days ago,IntelliSense.io* has a great opportunity for a skilled DevOps Engineer to join our busy team.Role & Responsibilities –* You will be working in our engineering…
175,Sponsorship Executive / Business Development Executive,Global Market Summits – Chancery Lane,,London,,"£25,000 - £35,000 a year",1 day ago,"As a Business Development Executive, you will be responsible for securing new commercial partnerships revenue, grow the clients across both new and established…"
176,Senior Launch Manager (Head Office Based),The Chat Shop,2.6,London,,"£35,000 - £40,000 a year",13 days ago,"Experience in Artificial Intelligence, Machine Learning, and Natural Language Processing is a bonus.Remuneration: £35,000 - £40,000 (depending on experience)."
177,Conference Producer Immediate Start,Global Market Summits – Chancery Lane,,London,,,6 days ago,We are looking for a creative mind thinker and driven professional to develop research for new business trends and topics to expand our events portfolio.
178,Sales Executive - Full Time,Kisaco Research,,London,,"£20,000 - £35,000 a year",30+ days ago,"You will work on events in various industries (such as Beauty, Personal Care, Pharmaceuticals, Health, Technology, Artificial Intelligence) and geographies …"
179,Research Analyst,Give A Grad A Go,5.0,London,,"£28,000 a year",Just posted,"As their platform uses a blend of both human and artificial intelligence, they are looking for a Research Analyst to join their newly fledged team."
180,Internship (Business Development),Echobox,,London,London,,30+ days ago,"Start date: As soon as possible.We are looking for an enthusiastic, agile, diligent and highly organised Intern to support our team in pioneering technological…"
181,"Management Consultant – Operations Transformation, Enterpris...",Capgemini,3.8,London,London,,30+ days ago,The focus of your role.We have built a successful track record of improving organisational performance.The primary role involves the design and deployment of…
182,Content Marketing Assistant,Inspiring Interns,4.5,London,London,"£22,000 a year",30+ days ago,To help us achieve this we are looking for a talented and passionate content marketing assistant.In this role you'll be spearheading the creation of content to…
